datetime_collected,status,primary_source,collection_mode,hotel_name,lowest_rate,check_in,check_out,target_date,price_php
2026-09-07,success,True,rolling,Sugarland Hotel,"₱2,530",2026-09-08,2026-09-09,,2530
2026-09-07,success,True,rolling,Sukro,"₱1,379",2026-09-08,2026-09-09,,1379
2026-09-07,success,True,rolling,MO2 Westown Hotel,"₱1,736",2026-09-08,2026-09-09,,1736
2026-09-07,success,True,rolling,Planta Hotel & Residences,"₱1,656",2026-09-08,2026-09-09,,1656
2026-09-07,success,True,rolling,Go Hotels Plus Bacolod,"₱1,533",2026-09-08,2026-09-09,,1533
2026-09-07,success,True,rolling,Le Cháteau Residences,"₱1,540",2026-09-08,2026-09-09,,1540
2026-09-07,success,True,rolling,Circle Inn - Hotel & Suites (Bacolod),"₱1,610",2026-09-08,2026-09-09,,1610
2026-09-07,success,True,rolling,The Inns By The Oriental,"₱1,417",2026-09-08,2026-09-09,,1417
2026-09-07,success,True,rolling,L'Fisher Hotel,"₱3,681",2026-09-08,2026-09-09,,3681
2026-09-07,success,True,rolling,Royal Am Rei Hotel by RedDoorz,"₱1,009",2026-09-08,2026-09-09,,1009
2026-09-07,success,True,rolling,The Henry Hotel Roost Bacolod,"₱2,836",2026-09-08,2026-09-09,,2836
2026-09-07,success,True,rolling,Stonehill Suites,"₱3,138",2026-09-08,2026-09-09,,3138
2026-09-07,success,True,rolling,Park Inn by Radisson Bacolod,"₱5,800",2026-09-08,2026-09-09,,5800
2026-09-07,success,True,rolling,Acacia Hotel Bacolod,"₱2,286",2026-09-08,2026-09-09,,2286
2026-09-07,success,True,rolling,WESTOWN HOTEL MANDALAGAN,"₱1,519",2026-09-08,2026-09-09,,1519
2026-09-07,success,True,rolling,Studio Type Condo with Pool & Garden Facilities,"₱1,523",2026-09-08,2026-09-09,,1523
2026-09-07,success,True,rolling,Unit 711 at Cityscapes,"₱1,584",2026-09-08,2026-09-09,,1584
2026-09-07,success,True,festival_target,The Henry Hotel Roost Bacolod,"₱2,836",2026-10-09,2026-10-13,2026-10-09,2836
2026-09-07,success,True,festival_target,AVENUE SUITES HOTEL,"₱1,916",2026-10-09,2026-10-13,2026-10-09,1916
2026-09-07,success,True,festival_target,Seda Capitol Central,"₱4,031",2026-10-09,2026-10-13,2026-10-09,4031
2026-09-07,success,True,festival_target,Park Inn by Radisson Bacolod,"₱6,300",2026-10-09,2026-10-13,2026-10-09,6300
2026-09-07,success,True,festival_target,L'Fisher Hotel,"₱3,504",2026-10-09,2026-10-13,2026-10-09,3504
2026-09-07,success,True,festival_target,Go Hotels Plus Bacolod,"₱1,462",2026-10-09,2026-10-13,2026-10-09,1462
2026-09-07,success,True,festival_target,Citadines Bacolod City,"₱4,398",2026-10-09,2026-10-13,2026-10-09,4398
2026-09-07,success,True,festival_target,Bacolod Business Inn,"₱1,605",2026-10-09,2026-10-13,2026-10-09,1605
2026-09-07,success,True,festival_target,Check Inn Bacolod by RedDoorz,"₱1,255",2026-10-09,2026-10-13,2026-10-09,1255
2026-09-07,success,True,festival_target,Hometown Hotel Bacolod - Lacson,₱940,2026-10-09,2026-10-13,2026-10-09,940
2026-09-07,success,True,festival_target,The Inns By The Oriental,"₱1,532",2026-10-09,2026-10-13,2026-10-09,1532
2026-09-07,success,True,festival_target,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,634",2026-10-09,2026-10-13,2026-10-09,1634
2026-09-07,success,True,festival_target,Sugarland Hotel,"₱3,354",2026-10-09,2026-10-13,2026-10-09,3354
2026-09-07,success,True,festival_target,Circle Inn - Hotel & Suites (Bacolod),"₱1,955",2026-10-09,2026-10-13,2026-10-09,1955
2026-09-07,success,True,festival_target,GT Hotel Bacolod,"₱1,882",2026-10-09,2026-10-13,2026-10-09,1882
2026-09-07,success,True,festival_target,Transient/Homestay/Guest House,₱706,2026-10-09,2026-10-13,2026-10-09,706
2026-09-07,success,True,festival_target,7 Eleven One Regis,"₱2,228",2026-10-09,2026-10-13,2026-10-09,2228
2026-09-07,success,True,festival_target,Planta Hotel & Residences,"₱3,721",2026-10-09,2026-10-13,2026-10-09,3721
2026-09-07,success,True,festival_target,Donser Studio,"₱1,476",2026-10-09,2026-10-13,2026-10-09,1476
2026-09-07,success,True,festival_target,722 Metropolis Tower Unit 212,"₱1,960",2026-10-09,2026-10-13,2026-10-09,1960
2026-09-08,success,True,rolling,Planta Hotel & Residences,"₱1,419",2026-09-09,2026-09-10,,1419
2026-09-08,success,True,rolling,The Henry Hotel Roost Bacolod,"₱2,673",2026-09-09,2026-09-10,,2673
2026-09-08,success,True,rolling,Seda Capitol Central,"₱4,161",2026-09-09,2026-09-10,,4161
2026-09-08,success,True,rolling,AVENUE SUITES HOTEL,"₱1,872",2026-09-09,2026-09-10,,1872
2026-09-08,success,True,rolling,Bacolod Business Inn,"₱1,250",2026-09-09,2026-09-10,,1250
2026-09-08,success,True,rolling,Acacia Hotel Bacolod,"₱2,345",2026-09-09,2026-09-10,,2345
2026-09-08,success,True,rolling,Park Inn by Radisson Bacolod,"₱5,785",2026-09-09,2026-09-10,,5785
2026-09-08,success,True,rolling,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,249",2026-09-09,2026-09-10,,1249
2026-09-08,success,True,rolling,L'Fisher Hotel,"₱3,891",2026-09-09,2026-09-10,,3891
2026-09-08,success,True,rolling,MO2 Westown Hotel,"₱1,880",2026-09-09,2026-09-10,,1880
2026-09-08,success,True,rolling,Kasa Boutique Hotel Bacolod,"₱1,095",2026-09-09,2026-09-10,,1095
2026-09-08,success,True,rolling,Stonehill Suites,"₱3,476",2026-09-09,2026-09-10,,3476
2026-09-08,success,True,rolling,North Tourist Inn,"₱1,149",2026-09-09,2026-09-10,,1149
2026-09-08,success,True,rolling,Buenas J Hotel & Spa,₱973,2026-09-09,2026-09-10,,973
2026-09-08,success,True,rolling,Sugarland Hotel,"₱2,711",2026-09-09,2026-09-10,,2711
2026-09-08,success,True,rolling,Circle Inn - Hotel & Suites (Bacolod),"₱1,620",2026-09-09,2026-09-10,,1620
2026-09-08,success,True,rolling,GT Hotel Bacolod,"₱2,492",2026-09-09,2026-09-10,,2492
2026-09-08,success,True,rolling,The Inns By The Oriental,"₱1,417",2026-09-09,2026-09-10,,1417
2026-09-08,success,True,rolling,TWD 716 Cityscape,"₱1,620",2026-09-09,2026-09-10,,1620
2026-09-08,success,True,rolling,Cloud 907 Cityscapes Condominium - Studio with Balcony,"₱1,547",2026-09-09,2026-09-10,,1547
2026-09-08,success,True,festival_target,L'Fisher Hotel,"₱3,678",2026-10-09,2026-10-13,2026-10-09,3678
2026-09-08,success,True,festival_target,AVENUE SUITES HOTEL,"₱1,849",2026-10-09,2026-10-13,2026-10-09,1849
2026-09-08,success,True,festival_target,Seda Capitol Central,"₱4,185",2026-10-09,2026-10-13,2026-10-09,4185
2026-09-08,success,True,festival_target,Hometown Hotel Bacolod - Lacson,"₱1,336",2026-10-09,2026-10-13,2026-10-09,1336
2026-09-08,success,True,festival_target,Go Hotels Plus Bacolod,"₱1,405",2026-10-09,2026-10-13,2026-10-09,1405
2026-09-08,success,True,festival_target,Circle Inn - Hotel & Suites (Bacolod),"₱1,823",2026-10-09,2026-10-13,2026-10-09,1823
2026-09-08,success,True,festival_target,Bacolod Business Inn,"₱1,605",2026-10-09,2026-10-13,2026-10-09,1605
2026-09-08,success,True,festival_target,Park Inn by Radisson Bacolod,"₱7,402",2026-10-09,2026-10-13,2026-10-09,7402
2026-09-08,success,True,festival_target,The Inns By The Oriental,"₱1,566",2026-10-09,2026-10-13,2026-10-09,1566
2026-09-08,success,True,festival_target,Citadines Bacolod City,"₱4,400",2026-10-09,2026-10-13,2026-10-09,4400
2026-09-08,success,True,festival_target,Check Inn Bacolod by RedDoorz,"₱1,150",2026-10-09,2026-10-13,2026-10-09,1150
2026-09-08,success,True,festival_target,The Henry Hotel Roost Bacolod,"₱2,825",2026-10-09,2026-10-13,2026-10-09,2825
2026-09-08,success,True,festival_target,LOPEZ LUX @Mesavirre Bacolod,"₱1,646",2026-10-09,2026-10-13,2026-10-09,1646
2026-09-08,success,True,festival_target,L Fisher Ecotel,"₱1,386",2026-10-09,2026-10-13,2026-10-09,1386
2026-09-08,success,True,festival_target,Sukro,"₱1,833",2026-10-09,2026-10-13,2026-10-09,1833
2026-09-08,success,True,festival_target,Acacia Hotel Bacolod,"₱2,464",2026-10-09,2026-10-13,2026-10-09,2464
2026-09-08,success,True,festival_target,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱2,004",2026-10-09,2026-10-13,2026-10-09,2004
2026-09-08,success,True,festival_target,Royal Am Rei Hotel by RedDoorz,"₱1,148",2026-10-09,2026-10-13,2026-10-09,1148
2026-09-08,success,True,festival_target,Donser Studio,"₱1,470",2026-10-09,2026-10-13,2026-10-09,1470
2026-09-08,success,True,festival_target,Affordable Condo beside Ayala Mall Bacolod!,"₱1,478",2026-10-09,2026-10-13,2026-10-09,1478
2026-09-09,success,True,rolling,Park Inn by Radisson Bacolod,"₱5,687",2026-09-10,2026-09-11,,5687
2026-09-09,success,True,rolling,L'Fisher Hotel,"₱3,702",2026-09-10,2026-09-11,,3702
2026-09-09,success,True,rolling,Circle Inn - Hotel & Suites (Bacolod),"₱1,610",2026-09-10,2026-09-11,,1610
2026-09-09,success,True,rolling,Stonehill Suites,"₱3,991",2026-09-10,2026-09-11,,3991
2026-09-09,success,True,rolling,Seda Capitol Central,"₱4,706",2026-09-10,2026-09-11,,4706
2026-09-09,success,True,rolling,Go Hotels Plus Bacolod,"₱1,931",2026-09-10,2026-09-11,,1931
2026-09-09,success,True,rolling,AVENUE SUITES HOTEL,"₱1,912",2026-09-10,2026-09-11,,1912
2026-09-09,success,True,rolling,Planta Hotel & Residences,"₱1,420",2026-09-10,2026-09-11,,1420
2026-09-09,success,True,rolling,Sanctuary Transient House,₱750,2026-09-10,2026-09-11,,750
2026-09-09,success,True,rolling,Bacolod Business Inn,"₱1,322",2026-09-10,2026-09-11,,1322
2026-09-09,success,True,rolling,Negrense Suites,"₱1,182",2026-09-10,2026-09-11,,1182
2026-09-09,success,True,rolling,Acacia Hotel Bacolod,"₱2,281",2026-09-10,2026-09-11,,2281
2026-09-09,success,True,rolling,North Tourist Inn,"₱1,411",2026-09-10,2026-09-11,,1411
2026-09-09,success,True,rolling,The Henry Hotel Roost Bacolod,"₱2,838",2026-09-10,2026-09-11,,2838
2026-09-09,success,True,rolling,East View Hotel,"₱1,910",2026-09-10,2026-09-11,,1910
2026-09-09,success,True,rolling,L' Fisher Chalet Restaurant,"₱2,299",2026-09-10,2026-09-11,,2299
2026-09-09,success,True,rolling,Sukro,"₱1,726",2026-09-10,2026-09-11,,1726
2026-09-09,success,True,rolling,Central Block Inn,"₱3,545",2026-09-10,2026-09-11,,3545
2026-09-09,success,True,rolling,Cloud 907 Cityscapes Condominium - Studio with Balcony,"₱1,547",2026-09-10,2026-09-11,,1547
2026-09-09,success,True,rolling,The Flats at 5th St,"₱1,629",2026-09-10,2026-09-11,,1629
2026-09-09,success,True,festival_target,AVENUE SUITES HOTEL,"₱1,849",2026-10-09,2026-10-13,2026-10-09,1849
2026-09-09,success,True,festival_target,L'Fisher Hotel,"₱3,439",2026-10-09,2026-10-13,2026-10-09,3439
2026-09-09,success,True,festival_target,Seda Capitol Central,"₱3,978",2026-10-09,2026-10-13,2026-10-09,3978
2026-09-09,success,True,festival_target,Citadines Bacolod City,"₱4,401",2026-10-09,2026-10-13,2026-10-09,4401
2026-09-09,success,True,festival_target,Bacolod Business Inn,"₱1,605",2026-10-09,2026-10-13,2026-10-09,1605
2026-09-09,success,True,festival_target,Park Inn by Radisson Bacolod,"₱7,402",2026-10-09,2026-10-13,2026-10-09,7402
2026-09-09,success,True,festival_target,Circle Inn - Hotel & Suites (Bacolod),"₱1,823",2026-10-09,2026-10-13,2026-10-09,1823
2026-09-09,success,True,festival_target,The Henry Hotel Roost Bacolod,"₱2,838",2026-10-09,2026-10-13,2026-10-09,2838
2026-09-09,success,True,festival_target,The Inns By The Oriental,"₱1,565",2026-10-09,2026-10-13,2026-10-09,1565
2026-09-09,success,True,festival_target,Sukro,"₱1,833",2026-10-09,2026-10-13,2026-10-09,1833
2026-09-09,success,True,festival_target,Go Hotels Plus Bacolod,"₱1,346",2026-10-09,2026-10-13,2026-10-09,1346
2026-09-09,success,True,festival_target,LOPEZ LUX @Mesavirre Bacolod,"₱1,643",2026-10-09,2026-10-13,2026-10-09,1643
2026-09-09,success,True,festival_target,Check Inn Bacolod by RedDoorz,"₱1,150",2026-10-09,2026-10-13,2026-10-09,1150
2026-09-09,success,True,festival_target,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,634",2026-10-09,2026-10-13,2026-10-09,1634
2026-09-09,success,True,festival_target,Mainstreet Pension House,₱860,2026-10-09,2026-10-13,2026-10-09,860
2026-09-09,success,True,festival_target,Sugarland Hotel,"₱2,986",2026-10-09,2026-10-13,2026-10-09,2986
2026-09-09,success,True,festival_target,Acacia Hotel Bacolod,"₱2,464",2026-10-09,2026-10-13,2026-10-09,2464
2026-09-09,success,True,festival_target,GT Hotel Bacolod,"₱2,477",2026-10-09,2026-10-13,2026-10-09,2477
2026-09-09,success,True,festival_target,722 Metropolis Tower Unit 212,"₱1,960",2026-10-09,2026-10-13,2026-10-09,1960
2026-09-09,success,True,festival_target,Affordable Condo beside Ayala Mall Bacolod!,"₱1,479",2026-10-09,2026-10-13,2026-10-09,1479
2026-09-10,success,True,rolling,Go Hotels Plus Bacolod,"₱1,309",2026-09-11,2026-09-12,,1309
2026-09-10,success,True,rolling,Seda Capitol Central,"₱4,114",2026-09-11,2026-09-12,,4114
2026-09-10,success,True,rolling,Park Inn by Radisson Bacolod,"₱5,300",2026-09-11,2026-09-12,,5300
2026-09-10,success,True,rolling,L'Fisher Hotel,"₱3,606",2026-09-11,2026-09-12,,3606
2026-09-10,success,True,rolling,Stonehill Suites,"₱3,518",2026-09-11,2026-09-12,,3518
2026-09-10,success,True,rolling,AVENUE SUITES HOTEL,"₱1,945",2026-09-11,2026-09-12,,1945
2026-09-10,success,True,rolling,Kasa Boutique Hotel Bacolod,"₱1,453",2026-09-11,2026-09-12,,1453
2026-09-10,success,True,rolling,ASIA JEM HOTEL - BACOLOD CITY,"₱1,838",2026-09-11,2026-09-12,,1838
2026-09-10,success,True,rolling,Le Cháteau Residences,"₱1,652",2026-09-11,2026-09-12,,1652
2026-09-10,success,True,rolling,Acacia Hotel Bacolod,"₱2,355",2026-09-11,2026-09-12,,2355
2026-09-10,success,True,rolling,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,249",2026-09-11,2026-09-12,,1249
2026-09-10,success,True,rolling,MO2 Westown Hotel,"₱1,885",2026-09-11,2026-09-12,,1885
2026-09-10,success,True,rolling,The Henry Hotel Roost Bacolod,"₱2,823",2026-09-11,2026-09-12,,2823
2026-09-10,success,True,rolling,Planta Hotel & Residences,"₱1,571",2026-09-11,2026-09-12,,1571
2026-09-10,success,True,rolling,Citadines Bacolod City,"₱4,890",2026-09-11,2026-09-12,,4890
2026-09-10,success,True,rolling,Bacolod Business Inn,"₱1,594",2026-09-11,2026-09-12,,1594
2026-09-10,success,True,rolling,Sukro,"₱1,517",2026-09-11,2026-09-12,,1517
2026-09-10,success,True,rolling,RedDoorz near New Government Center,₱950,2026-09-11,2026-09-12,,950
2026-09-10,success,True,rolling,Condo with direct access to shopping mall in Bacolod City,"₱2,625",2026-09-11,2026-09-12,,2625
2026-09-10,success,True,rolling,Le Chateau Residences,"₱1,543",2026-09-11,2026-09-12,,1543
2026-09-10,success,True,festival_target,Seda Capitol Central,"₱4,041",2026-10-09,2026-10-13,2026-10-09,4041
2026-09-10,success,True,festival_target,L'Fisher Hotel,"₱3,625",2026-10-09,2026-10-13,2026-10-09,3625
2026-09-10,success,True,festival_target,AVENUE SUITES HOTEL,"₱1,849",2026-10-09,2026-10-13,2026-10-09,1849
2026-09-10,success,True,festival_target,Circle Inn - Hotel & Suites (Bacolod),"₱1,823",2026-10-09,2026-10-13,2026-10-09,1823
2026-09-10,success,True,festival_target,Go Hotels Plus Bacolod,"₱1,231",2026-10-09,2026-10-13,2026-10-09,1231
2026-09-10,success,True,festival_target,Citadines Bacolod City,"₱4,416",2026-10-09,2026-10-13,2026-10-09,4416
2026-09-10,success,True,festival_target,Bacolod Business Inn,"₱1,605",2026-10-09,2026-10-13,2026-10-09,1605
2026-09-10,success,True,festival_target,North Tourist Inn,"₱1,950",2026-10-09,2026-10-13,2026-10-09,1950
2026-09-10,success,True,festival_target,The Henry Hotel Roost Bacolod,"₱2,853",2026-10-09,2026-10-13,2026-10-09,2853
2026-09-10,success,True,festival_target,Acacia Hotel Bacolod,"₱2,464",2026-10-09,2026-10-13,2026-10-09,2464
2026-09-10,success,True,festival_target,Park Inn by Radisson Bacolod,"₱7,403",2026-10-09,2026-10-13,2026-10-09,7403
2026-09-10,success,True,festival_target,Roy's Hotel and Convention Center,"₱3,697",2026-10-09,2026-10-13,2026-10-09,3697
2026-09-10,success,True,festival_target,LOPEZ LUX @Mesavirre Bacolod,"₱2,591",2026-10-09,2026-10-13,2026-10-09,2591
2026-09-10,success,True,festival_target,GT Hotel Bacolod,"₱1,828",2026-10-09,2026-10-13,2026-10-09,1828
2026-09-10,success,True,festival_target,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,634",2026-10-09,2026-10-13,2026-10-09,1634
2026-09-10,success,True,festival_target,Central Block Inn,"₱4,299",2026-10-09,2026-10-13,2026-10-09,4299
2026-09-10,success,True,festival_target,Check Inn Bacolod by RedDoorz,"₱1,150",2026-10-09,2026-10-13,2026-10-09,1150
2026-09-10,success,True,festival_target,Sukro,"₱1,833",2026-10-09,2026-10-13,2026-10-09,1833
2026-09-10,success,True,festival_target,Affordable Condo beside Ayala Mall Bacolod!,"₱1,485",2026-10-09,2026-10-13,2026-10-09,1485
2026-09-10,success,True,festival_target,722 Metropolis Tower Unit 212,"₱2,156",2026-10-09,2026-10-13,2026-10-09,2156
2026-09-11,success,True,rolling,UrbanView @ Lacson Street Bacolod City by RedDoorz,₱661,2026-09-12,2026-09-13,,661
2026-09-11,success,True,rolling,AVENUE SUITES HOTEL,"₱1,936",2026-09-12,2026-09-13,,1936
2026-09-11,success,True,rolling,Circle Inn - Hotel & Suites (Bacolod),"₱1,610",2026-09-12,2026-09-13,,1610
2026-09-11,success,True,rolling,WESTOWN HOTEL MANDALAGAN,"₱1,680",2026-09-12,2026-09-13,,1680
2026-09-11,success,True,rolling,Go Hotels Plus Bacolod,"₱1,563",2026-09-12,2026-09-13,,1563
2026-09-11,success,True,rolling,Planta Hotel & Residences,"₱1,657",2026-09-12,2026-09-13,,1657
2026-09-11,success,True,rolling,L'Fisher Hotel,"₱3,268",2026-09-12,2026-09-13,,3268
2026-09-11,success,True,rolling,RedDoorz near New Government Center,₱845,2026-09-12,2026-09-13,,845
2026-09-11,success,True,rolling,Check Inn Bacolod by RedDoorz,"₱1,187",2026-09-12,2026-09-13,,1187
2026-09-11,success,True,rolling,Suntal Residences,"₱1,050",2026-09-12,2026-09-13,,1050
2026-09-11,success,True,rolling,Park Inn by Radisson Bacolod,"₱4,764",2026-09-12,2026-09-13,,4764
2026-09-11,success,True,rolling,Reddoorz @ Nirvana Pension House,₱909,2026-09-12,2026-09-13,,909
2026-09-11,success,True,rolling,Stonehill Suites,"₱3,265",2026-09-12,2026-09-13,,3265
2026-09-11,success,True,rolling,Sukro,"₱1,899",2026-09-12,2026-09-13,,1899
2026-09-11,success,True,rolling,Goldland Caelestis Guest House,₱972,2026-09-12,2026-09-13,,972
2026-09-11,success,True,rolling,Royal Am Rei Hotel by RedDoorz,"₱1,009",2026-09-12,2026-09-13,,1009
2026-09-11,success,True,rolling,The Inns By The Oriental,"₱2,175",2026-09-12,2026-09-13,,2175
2026-09-11,success,True,rolling,Miliview Residences,"₱1,493",2026-09-12,2026-09-13,,1493
2026-09-11,success,True,rolling,CozyCondo@Ibiza 3N Olvera Residences CamellaManors,"₱1,466",2026-09-12,2026-09-13,,1466
2026-09-11,success,True,rolling,North Tourist Inn,"₱1,543",2026-09-12,2026-09-13,,1543
2026-09-11,success,True,festival_target,Seda Capitol Central,"₱3,757",2026-10-09,2026-10-13,2026-10-09,3757
2026-09-11,success,True,festival_target,L'Fisher Hotel,"₱3,616",2026-10-09,2026-10-13,2026-10-09,3616
2026-09-11,success,True,festival_target,AVENUE SUITES HOTEL,"₱1,849",2026-10-09,2026-10-13,2026-10-09,1849
2026-09-11,success,True,festival_target,Circle Inn - Hotel & Suites (Bacolod),"₱1,823",2026-10-09,2026-10-13,2026-10-09,1823
2026-09-11,success,True,festival_target,Central Block Inn,"₱1,719",2026-10-09,2026-10-13,2026-10-09,1719
2026-09-11,success,True,festival_target,Go Hotels Plus Bacolod,"₱1,346",2026-10-09,2026-10-13,2026-10-09,1346
2026-09-11,success,True,festival_target,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,634",2026-10-09,2026-10-13,2026-10-09,1634
2026-09-11,success,True,festival_target,Citadines Bacolod City,"₱4,400",2026-10-09,2026-10-13,2026-10-09,4400
2026-09-11,success,True,festival_target,The Henry Hotel Roost Bacolod,"₱2,862",2026-10-09,2026-10-13,2026-10-09,2862
2026-09-11,success,True,festival_target,GT Hotel Bacolod,"₱2,482",2026-10-09,2026-10-13,2026-10-09,2482
2026-09-11,success,True,festival_target,Roy's Hotel and Convention Center,"₱3,698",2026-10-09,2026-10-13,2026-10-09,3698
2026-09-11,success,True,festival_target,LOPEZ LUX @Mesavirre Bacolod,"₱2,592",2026-10-09,2026-10-13,2026-10-09,2592
2026-09-11,success,True,festival_target,Sanctuary Transient House,₱784,2026-10-09,2026-10-13,2026-10-09,784
2026-09-11,success,True,festival_target,Bacolod Business Inn,"₱1,429",2026-10-09,2026-10-13,2026-10-09,1429
2026-09-11,success,True,festival_target,Acacia Hotel Bacolod,"₱2,464",2026-10-09,2026-10-13,2026-10-09,2464
2026-09-11,success,True,festival_target,Park Inn by Radisson Bacolod,"₱7,393",2026-10-09,2026-10-13,2026-10-09,7393
2026-09-11,success,True,festival_target,Check Inn Bacolod by RedDoorz,"₱1,150",2026-10-09,2026-10-13,2026-10-09,1150
2026-09-11,success,True,festival_target,Sukro,"₱1,833",2026-10-09,2026-10-13,2026-10-09,1833
2026-09-11,success,True,festival_target,Affordable Condo beside Ayala Mall Bacolod!,"₱1,482",2026-10-09,2026-10-13,2026-10-09,1482
2026-09-11,success,True,festival_target,722 Metropolis Tower Unit 212,"₱2,156",2026-10-09,2026-10-13,2026-10-09,2156
2026-09-12,success,True,rolling,Park Inn by Radisson Bacolod,"₱4,697",2026-09-13,2026-09-14,,4697
2026-09-12,success,True,rolling,Seda Capitol Central,"₱4,003",2026-09-13,2026-09-14,,4003
2026-09-12,success,True,rolling,Hometown Hotel Bacolod - Lacson,₱947,2026-09-13,2026-09-14,,947
2026-09-12,success,True,rolling,Circle Inn - Hotel & Suites (Bacolod),"₱1,610",2026-09-13,2026-09-14,,1610
2026-09-12,success,True,rolling,Go Hotels Plus Bacolod,"₱1,525",2026-09-13,2026-09-14,,1525
2026-09-12,success,True,rolling,L'Fisher Hotel,"₱3,888",2026-09-13,2026-09-14,,3888
2026-09-12,success,True,rolling,Sukro,"₱1,517",2026-09-13,2026-09-14,,1517
2026-09-12,success,True,rolling,AVENUE SUITES HOTEL,"₱1,916",2026-09-13,2026-09-14,,1916
2026-09-12,success,True,rolling,MO2 Westown Hotel,"₱1,890",2026-09-13,2026-09-14,,1890
2026-09-12,success,True,rolling,Central Block Inn,"₱1,713",2026-09-13,2026-09-14,,1713
2026-09-12,success,True,rolling,RedDoorz near New Government Center,₱873,2026-09-13,2026-09-14,,873
2026-09-12,success,True,rolling,Citadines Bacolod City,"₱4,571",2026-09-13,2026-09-14,,4571
2026-09-12,success,True,rolling,Stonehill Suites,"₱3,802",2026-09-13,2026-09-14,,3802
2026-09-12,success,True,rolling,Bacolod Business Inn,"₱1,464",2026-09-13,2026-09-14,,1464
2026-09-12,success,True,rolling,Check Inn Bacolod by RedDoorz,"₱1,191",2026-09-13,2026-09-14,,1191
2026-09-12,success,True,rolling,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,249",2026-09-13,2026-09-14,,1249
2026-09-12,success,True,rolling,Acacia Hotel Bacolod,"₱2,352",2026-09-13,2026-09-14,,2352
2026-09-12,success,True,rolling,Suntal Residences,"₱1,163",2026-09-13,2026-09-14,,1163
2026-09-12,success,True,rolling,Le Chateau Residences,"₱1,543",2026-09-13,2026-09-14,,1543
2026-09-12,success,True,rolling,"Unit 14L, 14th Floor, Two Regis Condominium","₱1,800",2026-09-13,2026-09-14,,1800
2026-09-12,success,True,festival_target,Go Hotels Plus Bacolod,"₱1,346",2026-10-09,2026-10-13,2026-10-09,1346
2026-09-12,success,True,festival_target,Seda Capitol Central,"₱4,265",2026-10-09,2026-10-13,2026-10-09,4265
2026-09-12,success,True,festival_target,AVENUE SUITES HOTEL,"₱2,575",2026-10-09,2026-10-13,2026-10-09,2575
2026-09-12,success,True,festival_target,Circle Inn - Hotel & Suites (Bacolod),"₱1,833",2026-10-09,2026-10-13,2026-10-09,1833
2026-09-12,success,True,festival_target,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,634",2026-10-09,2026-10-13,2026-10-09,1634
2026-09-12,success,True,festival_target,Affordable Condo beside Ayala Mall Bacolod!,"₱1,371",2026-10-09,2026-10-13,2026-10-09,1371
2026-09-12,success,True,festival_target,L'Fisher Hotel,"₱4,076",2026-10-09,2026-10-13,2026-10-09,4076
2026-09-12,success,True,festival_target,Acacia Hotel Bacolod,"₱2,464",2026-10-09,2026-10-13,2026-10-09,2464
2026-09-12,success,True,festival_target,Central Block Inn,"₱2,466",2026-10-09,2026-10-13,2026-10-09,2466
2026-09-12,success,True,festival_target,Park Inn by Radisson Bacolod,"₱7,398",2026-10-09,2026-10-13,2026-10-09,7398
2026-09-12,success,True,festival_target,Check Inn Bacolod by RedDoorz,"₱1,154",2026-10-09,2026-10-13,2026-10-09,1154
2026-09-12,success,True,festival_target,Citadines Bacolod City,"₱4,400",2026-10-09,2026-10-13,2026-10-09,4400
2026-09-12,success,True,festival_target,Cityscapes Residences - Condo Minimalist 12th Flr,"₱1,494",2026-10-09,2026-10-13,2026-10-09,1494
2026-09-12,success,True,festival_target,Bacolod Business Inn,"₱2,054",2026-10-09,2026-10-13,2026-10-09,2054
2026-09-12,success,True,festival_target,The Inns By The Oriental,"₱1,603",2026-10-09,2026-10-13,2026-10-09,1603
2026-09-12,success,True,festival_target,Sanctuary Transient House,₱784,2026-10-09,2026-10-13,2026-10-09,784
2026-09-12,success,True,festival_target,Sukro,"₱2,103",2026-10-09,2026-10-13,2026-10-09,2103
2026-09-12,success,True,festival_target,Negrense Suites,"₱1,232",2026-10-09,2026-10-13,2026-10-09,1232
2026-09-12,success,True,festival_target,RedDoorz near New Government Center,"₱1,076",2026-10-09,2026-10-13,2026-10-09,1076
2026-09-12,success,True,festival_target,Royal Am Rei Hotel by RedDoorz,"₱1,017",2026-10-09,2026-10-13,2026-10-09,1017
2026-09-13,success,True,rolling,Park Inn by Radisson Bacolod,"₱5,496",2026-09-14,2026-09-15,,5496
2026-09-13,success,True,rolling,Go Hotels Plus Bacolod,"₱1,742",2026-09-14,2026-09-15,,1742
2026-09-13,success,True,rolling,Central Block Inn,"₱1,713",2026-09-14,2026-09-15,,1713
2026-09-13,success,True,rolling,AVENUE SUITES HOTEL,"₱1,916",2026-09-14,2026-09-15,,1916
2026-09-13,success,True,rolling,Bacolod Business Inn,"₱1,386",2026-09-14,2026-09-15,,1386
